"Prc","Bed","floor","TotFloor","Bath","Sqft","City","Comp","Dist"
1290,1,1,5,4,1468,"Blossomville","Rentopia",9
3870,1,1,2,2,1346,"Riverport","Rentopia",1.5
2800,4,3,3,2,928,"Riverport","Leaseflow",2.5
3340,1,1,2,4,2185,"Riverport","Rentopia",1.8
2860,1,1,2,1,1943,"Blossomville","Rentopia",4.7
3050,1,2,2,2,2538,"Blossomville","Rentopia",2.3
2060,2,2,5,1,1316,"Blossomville","Rentopia",2.3
2920,2,2,3,2,2253,"Riverport","Rentopia",6.5
1660,3,1,2,1,1473,"Riverport","Leaseflow",2.7
1100,3,1,2,1,653,"Blossomville","Rentopia",2.8
1730,1,2,3,1,515,"Terranova","Rentopia",2.1
6260,1,3,5,4,1939,"Terranova","Leaseflow",5
1890,3,1,8,1,1097,"Riverport","Leaseflow",3
2490,1,2,3,3,895,"Blossomville","Rentopia",3.6
540,4,1,2,1,1795,"Blossomville","Leaseflow",7.9
3830,4,1,2,4,2587,"Terranova","Rentopia",2.8
2110,4,2,4,2,1223,"Terranova","Leaseflow",2
2210,4,2,2,1,639,"Blossomville","Rentopia",4.3
2080,1,4,5,1,659,"Riverport","Leaseflow",1.2
2350,1,4,5,2,1712,"Blossomville","Leaseflow",3
1590,4,1,2,1,2019,"Terranova","Leaseflow",0.5
2940,1,5,7,1,2573,"Riverport","Leaseflow",3.9
2060,1,1,4,1,654,"Riverport","Rentopia",3.8
3940,1,3,5,3,1325,"Terranova","Leaseflow",1.6
1820,4,2,6,3,1016,"Blossomville","Rentopia",4.9
2360,2,1,1,1,1612,"Riverport","Rentopia",1.7
1210,4,1,1,1,714,"Riverport","Leaseflow",2.2
2060,1,2,3,1,1538,"Blossomville","Leaseflow",2.3
1730,4,2,2,1,553,"Terranova","Leaseflow",7.3
1170,4,4,9,1,551,"Terranova","Rentopia",0.7
1260,1,1,5,1,2174,"Terranova","Rentopia",9.5
2510,3,6,6,1,1369,"Blossomville","Leaseflow",4.9
3650,1,1,1,4,1647,"Riverport","Rentopia",3.1
3710,2,2,4,4,1449,"Terranova","Rentopia",6.4
2500,2,3,5,1,1889,"Terranova","Rentopia",0.9
1840,3,1,2,1,1969,"Blossomville","Leaseflow",11.1
981,1,3,4,1,724,"Terranova","Leaseflow",6.5
3090,1,6,10,1,973,"Terranova","Leaseflow",4.8
2170,3,1,5,1,1166,"Riverport","Rentopia",0.8
871,1,4,5,1,674,"Terranova","Rentopia",16.7
5710,1,3,4,4,1630,"Blossomville","Rentopia",3.7
2640,1,2,3,1,1447,"Blossomville","Rentopia",2.7
1240,1,5,7,2,738,"Terranova","Rentopia",10.1
2410,2,3,5,2,1762,"Terranova","Rentopia",1.5
2550,1,1,8,1,1452,"Riverport","Leaseflow",5.2
2540,4,5,6,1,2499,"Riverport","Rentopia",6.8
1760,4,1,7,1,1716,"Blossomville","Rentopia",2.6
1900,1,2,4,1,1359,"Terranova","Leaseflow",3.4
2550,1,2,3,2,644,"Riverport","Leaseflow",2.1
2160,1,4,5,1,1086,"Riverport","Leaseflow",8.4
1680,4,3,4,1,1636,"Terranova","Rentopia",2
1640,1,2,4,1,971,"Terranova","Rentopia",1.7
2940,1,4,5,1,756,"Riverport","Leaseflow",3.1
563,3,6,9,1,888,"Terranova","Leaseflow",8
2120,3,4,4,1,1999,"Blossomville","Leaseflow",5.7
3100,1,5,10,2,631,"Terranova","Leaseflow",2.3
5050,1,1,5,4,1322,"Blossomville","Leaseflow",2.2
4270,1,1,1,4,1575,"Blossomville","Rentopia",4.7
3300,1,5,5,1,1509,"Blossomville","Rentopia",2.2
2160,2,2,3,1,1175,"Blossomville","Rentopia",1.3
1610,2,1,1,1,1567,"Terranova","Rentopia",7.1
2440,3,1,3,2,1862,"Terranova","Leaseflow",0.6
3200,2,9,9,1,1225,"Terranova","Leaseflow",2.8
824,4,2,3,1,2596,"Riverport","Leaseflow",1.5
1500,1,1,1,1,1001,"Terranova","Leaseflow",2.5
1900,1,2,2,1,731,"Riverport","Leaseflow",8.9
3520,1,1,2,2,1483,"Terranova","Rentopia",7.2
2020,1,1,5,1,1032,"Blossomville","Leaseflow",7.5
1740,2,1,3,1,2019,"Riverport","Rentopia",3.3
1800,1,2,4,1,1625,"Terranova","Rentopia",9
2590,4,5,5,1,1359,"Blossomville","Rentopia",2.4
3470,4,3,3,1,1846,"Riverport","Leaseflow",0.9
2710,1,1,2,1,1188,"Blossomville","Leaseflow",1.8
2010,2,3,5,1,953,"Blossomville","Rentopia",4.6
679,2,4,6,2,668,"Terranova","Leaseflow",4.8
1580,1,3,4,1,1481,"Terranova","Leaseflow",3
509,4,1,5,1,638,"Terranova","Leaseflow",9.7
3410,1,5,5,1,1829,"Riverport","Rentopia",1.6
2620,1,4,9,1,645,"Blossomville","Rentopia",4.3
1650,2,1,2,1,981,"Blossomville","Rentopia",4.5
2180,1,1,4,1,1469,"Terranova","Rentopia",2.1
1840,2,2,4,1,1794,"Blossomville","Rentopia",4.1
2360,1,1,1,1,1270,"Terranova","Rentopia",3.2
1580,3,1,4,3,1982,"Blossomville","Leaseflow",8.1
2260,1,1,3,2,1453,"Blossomville","Rentopia",4
4750,1,1,3,2,2230,"Blossomville","Leaseflow",1.6
2880,1,5,5,2,1960,"Riverport","Leaseflow",5.1
2240,2,3,4,2,1277,"Terranova","Leaseflow",1
6830,1,3,6,4,1104,"Riverport","Rentopia",5.1
1640,1,2,4,1,2108,"Blossomville","Rentopia",4.9
2580,1,1,2,1,2265,"Terranova","Rentopia",4.3
2630,4,1,5,1,1921,"Riverport","Rentopia",2.3
1520,4,5,5,1,2174,"Riverport","Rentopia",6.5
1550,2,1,2,1,727,"Blossomville","Rentopia",3.5
2460,2,1,3,1,2308,"Blossomville","Rentopia",8.4
1920,2,1,4,1,1506,"Blossomville","Rentopia",1.5
1540,4,2,2,3,565,"Blossomville","Leaseflow",3.2
2030,1,2,5,1,648,"Terranova","Rentopia",0.9
2460,1,3,5,1,1948,"Terranova","Rentopia",8.7
2200,2,5,9,1,1788,"Blossomville","Rentopia",4.8
1200,1,6,6,1,1141,"Terranova","Rentopia",8.2
1680,2,3,4,4,1582,"Blossomville","Leaseflow",5
2400,2,1,1,2,649,"Riverport","Rentopia",12.9
730,4,2,5,3,1519,"Blossomville","Rentopia",10
2320,1,1,3,3,1069,"Riverport","Rentopia",6.7
2430,3,3,3,2,1452,"Terranova","Rentopia",2.9
2110,3,1,2,1,1686,"Riverport","Rentopia",4
2540,4,5,5,1,1806,"Blossomville","Rentopia",1.9
2000,4,2,4,1,931,"Riverport","Rentopia",1
2260,1,1,4,1,832,"Riverport","Leaseflow",3.3
2130,1,3,4,1,1467,"Riverport","Rentopia",5
2150,4,2,4,4,648,"Terranova","Rentopia",1.7
1240,3,1,5,2,945,"Riverport","Rentopia",8
2690,1,5,5,2,656,"Riverport","Leaseflow",2
2340,1,1,2,1,1131,"Blossomville","Rentopia",4.7
2100,4,3,4,2,1634,"Blossomville","Rentopia",3.2
2720,1,5,7,1,1217,"Riverport","Rentopia",5.5
1040,3,1,6,4,1248,"Terranova","Rentopia",10.9
1390,1,1,4,1,616,"Terranova","Rentopia",5
2360,4,1,7,2,949,"Riverport","Leaseflow",1.7
2710,3,2,4,3,1246,"Terranova","Leaseflow",2.1
1760,3,3,4,3,1969,"Terranova","Rentopia",2.9
